human	mouse	corrs
SH2D1A	Sh2d1a	0.947073941086217
HYAL2	Hyal2	0.926845213193649
STX8	Stx8	1
SPEN	Spen	1
FBLIM1	Fblim1	1
HSPB8	Hspb8	1
XPR1	Xpr1	1
C6orf222	4930539E08Rik	1
SSNA1	Ssna1	1
RHOT2	Rhot2	0.386763433297326
GPRASP1	Gprasp1	1
HIBADH	Hibadh	1
AMIGO1	Amigo1	1
SLC15A4	Slc15a4	1
IRF2BP2	Irf2bp2	1
CCDC157	Ccdc157	1
EGFLAM	Egflam	1
FBF1	Fbf1	1
BCL2L15	Bcl2l15	1
KCTD13	Kctd13	0.812272537024688
EBNA1BP2	Ebna1bp2	1
CSN1S2AP	Csn1s2a	1
WBP1L	Wbp1l	1
TOX2	Tox2	1
ARPC4	Arpc4	0.78362753171111
ETNK2	Etnk2	0.839526513670702
IGSF1	Igsf1	1
MPP3	Mpp3	1
OR11A1	Olfr96	1
C3orf62	1700102P08Rik	1
DDX47	Ddx47	1
CLIC6	Clic6	1
PDHA1	Pdha1	0.919795500713323
KRTAP4-2	Krtap4-2	0.649709075539772
TM4SF5	Tm4sf5	1
TMEM100	Tmem100	1
NCALD	Ncald	1
SEPT1	Sept1	1
IGSF8	Igsf8	1
ARPC4-TTLL3	Ttll3	0.393117739971595
NBN	Nbn	1
SLC35A3	Slc35a3	1
PNISR	Pnisr	1
MAML3	Maml3	1
MTHFSD	Mthfsd	1
PHYH	Phyh	1
CLEC2D	Clec2e	0.65113908062334
LDOC1	Ldoc1	1
DNLZ	Dnlz	1
NMS	Nms	1
SATB2	Satb2	1
RFTN1	Rftn1	1
HNRNPD	Hnrnpd	1
USP40	Usp40	1
DGCR8	Dgcr8	1
CCL1	Ccl1	1
MAML1	Maml1	1
NAV2	Nav2	1
ZNF124	Zfp120	1
FAM171A1	Fam171a1	1
VGF	Vgf	1
RLN1	Rln1	0.653354680634392
CHRNA2	Chrna2	1
AMBP	Ambp	1
CCDC50	Ccdc50	1
NAP1L3	Nap1l3	1
FOS	Fos	1
CPNE9	Cpne9	0.65113908062334
JTB	Jtb	1
KRTAP4-6	Krtap4-6	1
UGGT1	Uggt1	0.209356614881272
H2BFWT	H2bfm	0.350925305221442
C17orf75	5730455P16Rik	1
LMAN1	Lman1	1
AEBP2	Aebp2	1
GNB1	Gnb1	1
OTOP1	Otop1	1
NUBPL	Nubpl	1
CRYBG3	Crybg3	1
MLLT10	Mllt10	1
PIK3IP1	Pik3ip1	1
FAM71B	Fam71b	0.705124524061888
RASSF1	Rassf1	1
USP46	Usp46	0.788958990238943
CALCR	Calcr	0.862103319219037
SLC6A19	Slc6a19	0.968247775545438
GPSM1	Gpsm1	0.592665984168729
GRPR	Grpr	1
KLB	Klb	0.841607148759475
MMP21	Mmp21	1
ASL	Asl	1
ONECUT3	Onecut3	1
DNAJB12	Dnajb12	1
PDIK1L	Pdik1l	1
SLC25A51	Slc25a51	0.398680913710185
KLHL5	Klhl5	0.652365138890421
EPN2	Epn2	1
MFSD12	Mfsd12	1
PRKAR1A	Prkar1a	0.274210704630547
OAS2	Oas2	1
C19orf44	1700030K09Rik	1
LEMD1	Lemd1	1
INIP	Inip	1
ETV4	Etv4	1
HTRA4	Htra4	1
MS4A4A	Ms4a4a	1
LRRFIP1	Lrrfip1	1
NPVF	Npvf	1
NR2F1	Nr2f1	0.732255247085369
ARMC10	Armc10	1
GSX2	Gsx2	1
TMEM101	Tmem101	1
TRIM31	Trim31	0.994357876979307
GPX1	Gpx1	1
ZNF467	Zfp467	1
MED1	Med1	1
RAB5C	Rab5c	0.797797882253302
OMP	Omp	1
GTF2A1	Gm5435	0.65113908062334
IL1RL1	Il1rl1	1
CASP8	Casp8	1
DUSP19	Dusp19	1
AP4B1	Ap4b1	1
THTPA	Thtpa	1
DSCC1	Dscc1	1
AEBP1	Aebp1	1
MED11	Med11	1
NSUN6	Nsun6	1
WDR31	Wdr31	1
ZFAND4	Zfand4	1
CAPN5	Capn5	1
RNF146	Rnf146	1
SAG	Sag	1
TSPY1	Tspyl3	0.114019985938936
BLOC1S1	Bloc1s1	1
PEX5L	Pex5l	1
HELB	Helb	1
GABRR2	Gabrr2	0.131468023125181
GSC2	Gsc2	1
SLC43A2	Slc43a2	1
RNASEH2B	Rnaseh2b	1
ABHD17C	Abhd17c	0.697948002628593
HJV	Hfe2	1
CD68	Cd68	1
TUSC1	Tusc1	1
PREX1	Prex1	0.811678975223229
PLEKHO1	Plekho1	1
DEXI	Dexi	1
MEF2B	Mef2b	1
TPH1	Tph1	0.753268696845531
GAN	Gan	1
MAP3K15	Map3k15	0.853299538046961
TBXAS1	Tbxas1	1
EIF2A	Eif2a	1
SLCO4C1	Slco4c1	1
CCDC167	Ccdc167	1
COPS5	Cops5	1
TTF1	Ttf1	1
SOST	Sost	1
CRYZL1	Cryzl1	1
ORC3	Orc3	1
BOLA1	Bola1	1
ANAPC11	Anapc11	1
C8orf34	A830018L16Rik	1
ACTR1A	Actr1a	1
MARS2	Mars2	1
ARPC3	Arpc3	1
UNC119B	Unc119b	1
TGM7	Tgm7	0.478931837851267
SMPX	Smpx	1
SLC30A9	Slc30a9	1
RBFOX3	Rbfox3	1
EDA	Eda	1
BNIP2	Bnip2	1
USP4	Usp4	0.635980788944474
NPTX2	Nptx2	1
LIMS1	Lims1	0.825189343283283
CRYBB2	Crybb2	0.288202477817503
UMOD	Umod	1
GPR20	Gpr20	1
ZNF804B	Zfp804b	1
RDH5	Rdh5	1
FASTKD2	Fastkd2	1
HFE	Hfe	1
PHKB	Phkb	1
OTUD4	Otud4	1
CCDC91	Ccdc91	1
EVI5L	Evi5l	1
NT5C1A	Nt5c1a	0.652169931439866
JPH2	Jph2	0.959168691321645
EXOSC2	Exosc2	1
SAMD7	Samd7	1
ZWINT	Zwint	1
NTN1	Ntn1	0.62687509514873
LRCH4	Lrch4	1
B3GNT5	B3gnt5	1
ARHGEF40	Arhgef40	1
ZBTB17	Zbtb17	1
TMEM106A	Tmem106a	1
ARPC5L	Arpc5l	0.344479415341272
ANXA5	Anxa5	1
BIVM	Bivm	1
PKN2	Pkn2	0.591938483660652
ZCWPW1	Zcwpw1	1
CHDH	Chdh	1
UBL4B	Ubl4b	1
ITGAL	Itgal	1
CKAP5	Ckap5	1
ITGA2	Itga10	1
GPD1	Gpd1	0.919847162106865
IL20	Il20	1
IKZF1	Ikzf1	0.975816742477837
TMCC3	Tmcc3	1
NRM	Nrm	1
SYT15	Syt15	1
SPOCK1	Spock1	1
PLAGL2	Plagl2	1
ADD3	Add3	1
SNX31	Snx31	1
NR4A2	Nr4a2	1
PEMT	Pemt	1
F3	F3	1
CCDC39	Ccdc39	0.815491002544169
TSHZ3	Tshz3	0.612313200427679
EIF3B	Eif3b	1
SALL2	Sall2	1
CDH20	Cdh19	0.830968104850061
RNF8	Rnf8	1
WNK3	Wnk3	1
AGBL3	Agbl3	0.661683909802658
ZBTB40	Zbtb40	1
MARS	Mars	1
NFU1	Nfu1	1
DHRS13	Dhrs13	1
INTS12	Ints12	1
REXO4	Rexo4	1
EIF5A	Eif5a	0.835077044267657
NOXA1	Noxa1	1
ZFP36	Zfp36	1
JPH1	Jph1	0.916305054381917
FGGY	Fggy	1
TOMM5	Tomm5	0.397956884651564
USP5	Usp5	0.374884974137912
ARMC3	Armc3	1
KLHL22	Klhl22	1
GPR37L1	Gpr37l1	1
HUS1B	Hus1b	1
TMEM151A	Tmem151a	1
MMS19	Mms19	1
SLC25A16	Slc25a16	1
LYPD2	Lypd2	1
NPS	Nps	1
VSIG10	Vsig10	1
GRIA1	Gria1	0.951564819746673
RUNX1	Runx1	1
ALDH1A2	Aldh1a2	0.737599398983593
PISD	Gm20671	1
CEP295	Cep295	0.690847161118519
PSEN2	Psen2	1
IGFBP3	Igfbp3	1
ZNF879	Zfp879	1
ELMO1	Elmo1	0.845664115185893
PLA2G2F	Pla2g2f	1
POU6F2	Pou6f2	1
NAB1	Nab1	1
FSTL5	Fstl5	1
LSM12	Lsm12	1
ZNF382	Zfp382	0.64200130248293
UTP14C	Utp14b	0.741449083078503
CDH22	Cdh9	1
TMEM161B	Tmem161b	0.639947607172071
NR5A2	Nr5a2	0.869242945014959
SNCG	Sncg	1
SCN2A	Scn1a	1
CEP41	Cep41	1
IFNA13	Ifna12	0.646266696585993
CDH17	Cdh17	1
SSPN	Sspn	1
NPW	Npw	1
TMX1	Tmx1	1
PLEKHG4	Plekhg4	1
KCNK3	Kcnk3	1
SAPCD2	Sapcd2	1
C6orf118	1700010I14Rik	1
NKAPL	Nkapl	0.393129951265904
ATP7A	Atp7a	0.637421001848735
SECISBP2	Secisbp2	1
SAT1	Sat1	1
AMHR2	Amhr2	1
PRDM10	Prdm10	1
FAM213A	Fam213a	1
ZNF547	Zfp92	0.680304756880117
APOA5	Apoa5	1
UNC13B	Unc13b	0.821514854025792
NAV3	Nav3	0.761113378129151
TESK2	Tesk2	1
ARL9	Arl9	1
MRPL17	Mrpl17	1
NPHP1	Nphp1	1
KATNA1	Katna1	0.833193176652386
PMS1	Pms1	1
RND2	Rnd2	1
TMEM145	Tmem145	1
TTC25	Ttc25	0.874685361346883
TCP11X2	Tcp11	0.626534339560104
DNAJC1	Dnajc1	1
PPP1R42	Ppp1r42	0.716360711048827
KCTD18	Kctd18	1
TM7SF2	Tm7sf2	0.641360083957975
LYZL4	Lyzl4	1
COPZ2	Copz2	0.903605485641895
PLEKHA2	Plekha2	1
NRG2	Nrg2	0.683546934880403
FATE1	Fate1	1
PLD3	Pld3	1
HMCN2	Egfem1	1
HRC	Hrc	1
MANEAL	Maneal	1
CCL5	Ccl5	1
SFI1	Sfi1	1
PSMB9	Psmb9	1
FAM129A	Fam129a	1
ZSCAN22	Zscan22	1
AP1G2	Ap1g2	1
UBALD1	Ubald1	1
MRTFB	Mkl2	1
TAF7L	Taf7l	1
NCOA5	Ncoa5	1
MX2	Mx1	0.873669715113704
CHMP1B	2610002M06Rik	0.443075625430296
MAP2K6	Map2k6	0.655847394660147
DMRTC1B	Dmrtc1a	0.944523562046065
CCDC170	Ccdc170	1
DBR1	Dbr1	1
GCG	Gcg	1
AMOTL1	Amotl1	1
SOX15	Sox15	1
LARP1B	Larp1b	1
PITX3	Pitx3	1
OR4S2	Olfr1193	1
PCMTD1	Pcmtd1	1
IDO1	Ido1	1
CNNM3	Cnnm3	1
NIFK	Nifk	1
CD38	Cd38	1
ZNF184	Zfp62	0.833652454166445
PRKACB	Prkacb	0.808502887529093
SLC19A3	Slc19a3	0.471507047091822
MTF1	Mtf1	1
DHRS9	Dhrs9	1
DPP6	Dpp6	1
SERPINA10	Serpina10	1
LYNX1	D730001G18Rik	1
TCAIM	Tcaim	1
MGAT4EP	Mgat4e	1
BCL10	Bcl10	1
SLC27A5	Slc27a5	1
PRTN3	Prtn3	1
WSB1	Wsb1	1
RASA4	Rasa4	0.573494902581662
GSK3B	Gsk3b	0.571524433297958
PCMT1	Pcmt1	1
AJAP1	Ajap1	1
LAG3	Lag3	1
TFE3	Tfe3	1
VMO1	Vmo1	1
ELOVL3	Elovl3	1
FH	Fh1	1
PRSS42	Prss42	1
FAM124A	Fam124a	1
DHX33	Dhx33	1
DPF3	Dpf3	0.832015785942876
DCTN5	Dctn5	1
RBCK1	Rbck1	1
MANF	Manf	1
ZCCHC24	Zcchc24	1
MKKS	Mkks	1
DLK2	Dlk2	1
ANK2	Ank2	1
GRB10	Grb10	0.742919599973095
ANXA1	Anxa1	1
HSPA2	Hspa1l	0.544868035830791
TAAR5	Taar5	1
YAP1	Yap1	1
NEFH	Nefh	0.775494440976283
GATAD2B	Gatad2b	1
ATP5F1D	Atp5d	1
PTCHD1	Ptchd1	0.45525290099537
KAZN	Kazn	1
RNMT	Rnmt	1
SLC2A14	Slc2a3	0.74904451959226
PHF14	Phf14	1
ATXN3	Atxn3	0.763137614146089
KLRK1	Klrk1	1
INSL3	Insl3	1
CDC45	Cdc45	1
TLE1	Tle1	0.614138517165607
PKD2	Pkd2	0.713559060240813
TPRG1L	Tprgl	1
MCM6	Mcm6	1
SYCP1	Sycp1	1
TAPBP	Tapbp	1
HAGH	Hagh	1
VAT1	Vat1	1
NAF1	Naf1	1
TRIM52	Trim41	0.135907095295276
DNAAF3	Dnaaf3	1
UBOX5	Ubox5	1
KCTD8	Kctd8	1
MAOB	Maob	0.875903123988818
GPC5	Gpc5	1
PHF12	Phf12	1
M6PR	M6pr	1
SERP1	Serp1	0.795836184745844
ECHDC2	Echdc2	1
EDEM2	Edem2	1
UBA2	Uba2	1
GNG11	Gng11	0.780778489535561
RAB9A	Rab9	0.561350101767569
GCLC	Gclc	1
TMED3	Tmed7	1
VWA7	Vwa7	1
CDH4	Cdh4	0.696534440517293
CFAP46	Cfap46	1
TOE1	Toe1	1
TMEM130	Tmem130	1
DIO1	Dio1	0.794605729833341
TIPRL	Tiprl	1
STEAP2	Steap2	1
CCDC28B	Ccdc28b	1
BACH2	Bach2	1
TAS1R1	Tas1r1	1
WDR75	Wdr75	1
NHLRC3	Nhlrc3	1
FAM221A	Fam221a	1
LY96	Ly96	1
WRAP73	Wrap73	1
TADA1	Tada1	1
CYP4F12	Cyp4f14	0.65113908062334
H3F3A	H3f3a	1
TMEM92	Tmem92	1
DVL3	Dvl3	0.293155074222884
SEC63	Sec63	1
PDGFC	Pdgfc	1
MRC2	Mrc2	0.727300282119342
MED22	Med22	1
PEX14	Pex14	1
SH3PXD2B	Sh3pxd2b	1
PBX4	Pbx4	1
AGAP3	Agap3	0.52724096615365
STIL	Stil	1
ADGRL2	Adgrl2	0.67714787250831
C1QTNF2	C1qtnf2	1
DPY19L3	Dpy19l3	1
EID1	Eid1	1
METTL22	Mettl22	1
ITPRID1	Ccdc129	1
ZBTB22	Zbtb22	1
CDV3	Cdv3	1
NVL	Nvl	1
VGLL2	Vgll2	1
PLXNB3	Plxna3	0.543060061518478
PKP2	Pkp2	1
H2AFX	Hist1h2ac	0.65113908062334
ELOVL4	Elovl4	1
SLC10A4	Gm5868	1
TCF24	Tcf24	1
ZNHIT1	Znhit1	1
MAPK1	Mapk1	0.771007778991027
MS4A3	Ms4a3	1
BPGM	Bpgm	1
IL36G	Il1f9	0.539712341459351
ZNF566	Zfp566	1
ZNF169	Zfp169	0.855795895690873
LGALS9	Lgals9	0.706871722037825
RCCD1	Rccd1	1
RNF207	Rnf207	1
PHF6	Phf6	1
TET1	Tet1	1
PIGV	Pigv	1
RPL39L	Rpl39l	0.857433065442745
CLTB	Cltb	1
NPEPPS	Npepps	1
FAM89B	Fam89b	1
PDPR	Pdpr	1
KCNAB2	Kcnab2	0.877227467880311
C1orf122	1110065P20Rik	1
UPF2	Upf2	1
STAP1	Stap1	1
JAK3	Jak3	1
AIF1L	Aif1l	0.690135242931194
ANKRD27	Ankrd27	1
PLA2G4C	Pla2g4c	1
DOK7	Dok7	1
NOM1	Nom1	1
CCDC117	Ccdc117	1
ARHGEF26	Arhgef26	1
METTL18	Mettl18	1
STARD5	Stard5	1
CCDC81	Ccdc81	1
GMPS	Gmps	1
TRIB2	Trib2	1
RMI2	Rmi2	1
SLC5A11	Slc5a3	0.534069088241305
TMSB15B	Tmsb15b2	0.65113908062334
GALP	Galp	1
TRIM63	Trim63	1
NDUFB3	Ndufb3	1
PLAC1	Plac1	1
PTBP1	Ptbp1	0.91257078347008
PATZ1	Patz1	1
ZBTB8A	Zbtb8a	1
TMEM229A	Tmem229a	1
OSM	Osm	1
ZNF462	Zfp462	1
ZBTB10	Zbtb10	1
ZNF226	Zfp235	1
PRPF39	Prpf39	1
FAAH	Faah	1
YRDC	Yrdc	1
TTC38	Ttc38	1
TSC22D3	Tsc22d3	1
ECI2	Eci2	1
SPINK2	Spink2	1
LSM14B	Lsm14b	1
SAP25	Sap25	1
RBM10	Rbm10	0.776708156158192
ARMCX5	Armcx5	1
HERC3	Herc3	0.423423858226702
CMTR1	Cmtr1	1
IMMT	Immt	1
SESN3	Sesn3	1
PIF1	Pif1	1
GNAI1	Gnai1	0.70633884676243
SPINK13	Spink13	1
GUSB	Gusb	1
ZBTB8OS	Zbtb8os	1
VASP	Vasp	1
CCDC12	Ccdc12	1
SPC25	Spc25	1
MOCS1	Mocs1	1
ZFP82	Zfp82	0.751209681696629
SAPCD1	Sapcd1	1
MMP16	Mmp16	1
TMEM120B	Tmem120b	0.368266630858762
MYL9	Myl9	1
FMR1	Fmr1	1
SAMSN1	Samsn1	1
FAM71F2	Fam71f2	1
TMEM140	Tmem140	1
ALX1	Alx1	1
AHR	Ahr	1
OR1N2	Olfr354	1
VPS72	Vps72	1
WRNIP1	Wrnip1	1
NDUFB2	Ndufb2	1
PANX2	Panx2	1
SHC4	Shc4	1
DNAJC8	Dnajc8	1
MRE11	Mre11a	1
RBM20	Rbm20	1
KCNQ5	Kcnq5	0.824007829553368
TRIM35	Trim35	1
RPL5	Rpl5	1
MAPK13	Mapk13	1
NR1H3	Nr1h3	1
PSTPIP1	Pstpip1	1
SSSCA1	Sssca1	1
CALD1	Cald1	1
PIAS4	Pias4	1
ACTB	Actb	0.80704501341081
PLA2G2D	Pla2g2d	1
RIMBP3B	Rimbp3	0.291595431514989
SLC7A14	Slc7a14	1
SNX15	Snx15	0.754941576058789
NPDC1	Npdc1	1
PDGFRL	Pdgfrl	1
IL16	Il16	1
ARL6IP4	Arl6ip4	1
OR4F21	Olfr1318	0.119569180601565
BSG	Bsg	1
GTPBP6	Gtpbp6	1
TMEM60	Tmem60	1
COL6A2	Col6a2	1
COQ3	Coq3	1
SOX13	Sox13	0.749038912115008
RMDN1	Rmdn1	1
APLNR	Aplnr	1
MRPS6	Mrps6	1
CLDN19	Cldn19	1
XBP1	Xbp1	1
FCHSD1	Fchsd1	1
METTL21C	Mettl21c	1
DBF4	Dbf4	1
FBXO41	Fbxo41	1
MAGEE1	Magee1	1
EFEMP1	Efemp1	1
TFAM	Tfam	1
TNNI3	Tnni3	0.918276647166808
POLR1D	Polr1d	1
PPP1R15B	Ppp1r15b	1
ARHGEF10L	Arhgef10l	0.749612471232301
CPLANE2	Rsg1	1
ALX3	Alx3	1
ANTXR2	Antxr2	1
INPP5K	Inpp5k	1
IFNGR2	Ifngr2	1
NDUFC2-KCTD14	Ndufc2	0.125148933844777
C19orf24	1600002K03Rik	1
TBCE	Tbce	1
KIF24	Kif24	1
CYP4B1	Cyp4b1	1
EFTUD2	Eftud2	0.793197611772489
MLEC	Mlec	1
BANF2	Banf2	1
TTLL6	Ttll6	1
DLGAP3	Dlgap3	1
FCHSD2	Fchsd2	1
ADAM32	Adam18	1
TEX43	Tex43	1
SEC62	Sec62	1
NOP14	Nop14	1
KLHDC7B	Klhdc7b	1
MIOX	Miox	1
TXNL4B	Txnl4b	1
APOO	Apoo	1
ELF3	Elf3	1
ACACB	Acacb	0.858240477992878
GPR137C	Gpr137c	1
UBE4A	Ube4a	1
FUT7	Fut7	1
LCA5	Lca5	1
AMT	Amt	1
SDE2	Sde2	1
HECTD2	Hectd2	1
TRIB3	Trib3	1
NANS	Nans	1
SYCE3	Syce3	1
GUCY2C	Gucy2c	1
INTS8	Ints8	1
TGIF2	Tgif2	1
ATP13A2	Atp13a3	1
YTHDF2	Ythdf2	1
ZNF449	Zfp449	1
RPL11	Rpl11	1
ANGPTL2	Angptl2	0.714616564893399
KCNIP2	Kcnip2	0.881139596642648
EPN1	Epn1	1
TSHZ1	Tshz1	0.869957074548295
ENPP7	Enpp7	1
IGSF11	Igsf11	1
TBL1XR1	Tbl1xr1	0.720633561585032
PTMS	Ptms	1
HES6	Hes6	1
LRRN3	Lrrn2	1
IQCF1	Iqcf3	1
CBX2	Cbx2	1
ATP6V1G1	Atp6v1g1	1
PNPLA7	Pnpla7	0.250278268577224
YIPF7	Yipf7	0.680586638171197
LMBR1	Lmbr1	1
SS18L2	Ss18l1	0.517507204343807
GLCE	Glce	1
MND1	Mnd1	1
VSTM2B	Vstm2b	1
OR8J1	Olfr1057	0.150013457573189
SPARC	Sparc	1
DDIT3	Ddit3	1
GLTPD2	Gltpd2	1
TUSC2	Tusc2	1
PANX1	Panx1	1
TMEM132E	Tmem132e	0.562244547896726
KLRD1	Klrd1	1
MTHFD2	Mthfd2	1
RAPGEF6	Rapgef6	0.923490738887236
ALS2CL	Als2cl	1
TRIM14	Trim14	1
RCN1	Rcn1	1
AIDA	Aida	1
SLX4IP	Slx4ip	1
SLC25A45	Slc25a45	1
EVI5	Evi5	0.671914013176572
SGSM3	Sgsm3	1
SVOPL	Svopl	1
IQGAP3	Iqgap3	0.769860275659237
TRABD	Trabd	1
SDR42E1	Sdr42e1	1
MTX2	Mtx2	0.368542668458465
MED29	Med29	1
GRIN2B	Grin2b	0.930714034460708
RPP14	Rpp14	1
SMOC1	Smoc1	0.819123272610026
GNB1L	Gnb1l	1
NDUFA3	Ndufa3	1
RHOG	Rhog	1
TMCO2	Tmco2	1
SDC1	Sdc1	1
SORCS2	Sorcs2	0.474146681762826
TIMELESS	Timeless	1
TBL1X	Tbl1x	0.677326925643571
YWHAE	Ywhae	1
IFITM10	Ifitm10	1
ITM2C	Itm2c	1
CCNL1	Ccnl1	1
CCNG2	Ccng2	1
HSPA13	Hspa13	1
SMPD2	Smpd2	1
ARHGAP35	Arhgap35	0.712092887493618
ESRP1	Esrp1	0.948782432535346
PRSS44	Prss44	1
SLC8B1	Slc8b1	1
SLA2	Sla2	1
PQLC1	Pqlc1	1
RGS14	Rgs14	0.727517569496804
TMEM242	Tmem242	1
KDELR2	Kdelr2	1
TMEM126B	Tmem126b	1
BEST1	Best1	0.717676266289825
CD40	Cd40	1
GEMIN6	Gemin6	1
PROCR	Procr	1
FGL2	Fgl2	1
MLH1	Mlh1	1
POP5	Pop5	1
SUN2	Sun2	1
FAM126A	Fam126a	1
MEGF9	Megf9	1
MACF1	Macf1	0.564955304542861
DLAT	Dlat	1
BGN	Bgn	0.919318053726561
RPGRIP1	Rpgrip1	1
C5orf63	C330018D20Rik	1
PARG	Parg	1
TMEM204	Tmem204	1
RALGPS1	Ralgps1	0.632890877972896
FAM47E-STBD1	Fam47e	0.351264794829389
KCNMB1	Kcnmb1	1
PKP3	Pkp3	1
KIAA0586	2700049A03Rik	1
ARHGAP42	Arhgap42	1
XRCC3	Xrcc3	1
NPB	Npb	1
SEMA4D	Sema4d	1
IKZF2	Ikzf2	0.57211606175774
ITGBL1	Itgbl1	1
UNC13C	Unc13a	1
IQCC	Iqcc	1
MTMR3	Mtmr3	1
TC2N	Tc2n	1
WDR86	Wdr86	1
MEOX2	Meox2	1
TMEM229B	Tmem229b	1
EIF2B3	Eif2b3	1
SEC14L6	Sec14l3	0.734736190170457
FAM20B	Fam20b	1
UGT2B15	Ugt2b35	1
PIGT	Pigt	1
NUP85	Nup85	1
SLC41A3	Slc41a3	1
RWDD2A	Rwdd2a	1
RPF2	Rpf2	1
CLEC4G	Clec4g	1
GABBR2	Gabbr2	1
CAPG	Capg	1
PPP1R14B	4933415F23Rik	1
CMBL	Cmbl	1
PIAS3	Pias3	0.716453153257262
NOD2	Nod2	1
ACOT13	Acot13	1
NOC4L	Noc4l	1
LAX1	Lax1	1
IFT140	Ift140	1
NPC1L1	Npc1l1	0.112599239012678
UBE2T	Ube2t	1
MYORG	AI464131	1
TMEM165	Tmem165	1
PPP4R1	Ppp4r1	1
FASTKD5	Fastkd5	1
ATP2A3	Atp2a3	0.857030178002941
RSRP1	Rsrp1	1
SCAP	Scap	1
TRIM2	Trim2	1
CTHRC1	Cthrc1	1
AP1S1	Ap1s1	0.728281545000202
TXNDC9	Txndc9	1
RPS3A	Rps3a1	1
PIH1D2	Pih1d2	1
CCDC146	Ccdc146	1
HRASLS	Hrasls	1
DCDC2B	Dcdc2b	1
GTPBP8	Gtpbp8	1
GBX2	Gbx2	1
ABCC4	Abcc10	0.390355151850012
KCNQ3	Kcnq3	1
ME3	Me3	0.657262381364848
TRIM24	Trim24	0.509506973500873
KLHDC2	Klhdc2	1
PSMB6	Psmb6	1
LMTK2	Lmtk2	1
FOPNL	Fopnl	1
CBX8	Cbx8	1
SLC25A1	Slc25a1	1
RAET1G	Raet1e	0.185849131555729
PPP2R3A	Ppp2r3a	1
NUCKS1	Nucks1	1
ZNF639	Zfp639	1
AFAP1	Afap1	1
CA8	Car8	1
KITLG	Kitl	1
GLI3	Gli3	0.836352372721446
CUL3	Cul3	1
PTGER4	Ptger4	1
ALG3	Alg3	1
MTG2	Mtg2	1
FKBP1A	Fkbp1a	0.672167346153418
STAR	Star	1
METAP1	Metap1	1
HDDC2	Hddc2	1
TNFRSF10D	Tnfrsf10b	1
LILRB3	Gm14548	1
PORCN	Porcn	1
PIGZ	Pigz	1
PDE7A	Pde7a	1
TMEM175	Tmem175	1
IGF2BP2	Igf2bp2	0.636830672369915
USP13	Usp13	0.85122000757035
BAAT	Baat	1
RPL28	Rpl28	1
CABP2	Cabp2	1
LLPH	Llph	1
PLOD2	Plod2	0.576328473832514
GLRX	Glrx	1
MLXIPL	Mlxipl	1
REM2	Rem2	1
FAM69A	Fam69a	1
CDC7	Cdc7	1
REPS2	Reps2	1
FAM83B	Fam83b	1
ZFP3	Zfp3	0.428302750569639
LAMTOR3	Lamtor3	1
FCGR2A	Fcgr3	0.888983771338448
C6orf106	D17Wsu92e	1
FAM229B	Fam229b	1
FOXC2	Foxc2	1
FPGT	Fpgt	1
OR1E2	Olfr394	1
OC90	Oc90	1
BROX	Brox	1
FOXC1	Foxc1	1
MET	Met	0.835282322638527
CA5A	Car5a	0.669707799160757
DZIP1L	Dzip1l	1
MARCH11	March11	1
CNTF	Cntf	1
C19orf71	4930404N11Rik	1
ANKRD17	Ankrd17	1
APOE	Apoe	1
MAGI2	Magi2	0.771200725917628
DNAJB4	Dnajb4	1
SMTN	Smtn	1
SFTA2	Sfta2	1
PLCXD1	Plcxd1	1
FAM216A	Fam216a	1
STK38	Stk38	0.890864198478279
CCDC163	Ccdc163	1
AKAP9	Akap9	1
CEP95	Cep95	1
KNOP1	Knop1	1
C4orf3	1810037I17Rik	1
SWT1	Swt1	1
AARS	Aars	0.868353135261562
IL22RA2	Il22ra2	1
HOMEZ	Homez	1
LZTS3	Lzts3	1
WDR37	Wdr37	1
NFXL1	Nfxl1	1
MMP27	Mmp27	1
POLD2	Pold2	1
STYX	Gm14698	1
MFSD1	Mfsd1	1
APOA1	Apoa1	1
LRIT3	Lrit3	1
RNF170	Rnf170	1
ATP6V0D2	Atp6v0d2	0.791053550923568
RGMA	Rgma	1
PEX2	Pex2	1
COMMD9	Commd9	1
ZNF721	Zfp748	1
DOCK10	Dock10	1
SKIL	Skil	1
LOR	Lor	1
MRC1	Mrc1	0.768787252726598
DNPEP	Dnpep	1
MKNK2	Mknk2	0.727257378955035
MRPS23	Mrps23	1
P2RY1	P2ry1	1
NELFE	Nelfe	1
ZCCHC13	Zcchc13	0.439949446961533
SH2B3	Sh2b3	1
STXBP5	Stxbp5	0.791214109318593
TRPV6	Trpv6	0.637093659361053
NEK9	Nek9	1
TRIP4	Trip4	1
TOPBP1	Topbp1	1
RASGEF1B	Rasgef1b	1
CCDC88A	Ccdc88a	0.859786527908476
PHB2	Phb2	1
BLVRB	Blvrb	1
CSN1S1	Csn1s1	1
MOSPD2	Mospd2	1
MYO3A	Myo3a	0.26737555533881
TTC33	Ttc33	1
ETS1	Ets1	1
CLDND1	Cldnd1	1
LANCL1	Lancl1	1
FZR1	Fzr1	1
URGCP	Urgcp	0.703591570227862
MRS2	Mrs2	1
FAM213B	Fam213b	1
SECISBP2L	Secisbp2l	1
UQCR10	Uqcr10	1
PALLD	Palld	0.933354702774202
HHAT	Hhat	1
ADCK2	Adck2	1
HRH3	Hrh3	1
FNIP1	Fnip1	0.498557331140125
